id,title,description,price,availability,condition,link,image_link,additional_image_link,brand,product_type
27918285524,Pokoko Pet Pasir Gumpal Kucing Import 5L,Halo! Selamat datang di Central Cat's.. Kami menjual berbagai macam kebutuhan serta keperluan hewan peliharaan kamu.. Selamat berbelanja! Pokoko Pet Natural Bentonite Cat Litter Pasir Gumpal Wangi untuk Kucing ✓ Natural / Alami ✓ Low Dust / Minim Debu ✓ Fast Clumping / Cepat Menggumpal ✓ Odor Control / Mengontrol Bau Varian Aroma: - Lavender - Apple - Coffee - Lemon,30000.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27918285524,https://cf.shopee.co.id/file/sg-11134201-7reob-m2uroxm5gg2v7f,"https://cf.shopee.co.id/file/sg-11134201-7reo4-m2uroxjnli4m97,https://cf.shopee.co.id/file/sg-11134201-7reqe-m2uroxlbkgzqf6,https://cf.shopee.co.id/file/sg-11134201-7reos-m2uroxlbhnxj4a,https://cf.shopee.co.id/file/sg-11134201-7rep4-m2uroxjnlibf3a,https://cf.shopee.co.id/file/sg-11134201-7reni-m2uroxllh989b7",Pokoko Pet,Pets > Litter & Toilet > Others
27772949911,Kaniva Wet Food Pouch 70gr Makanan Basah Kucing,"KANIVA WET FOOD POUCH 70GR FOR ALL STAGE Makanan basah untuk kucing kitten & adult dengan tambahan bola jeli vitamin. Mengandung salmon oil yang kaya akan vitamin esensial B6, B3, & B9 untuk melengkapi kebutuhan nutrisinya. Terbuat dari bahan utama daging tuna segar terbaik dan daging salmon pilihan. Sangat bagus untuk: - membantu menstimulasi perkembangan otak - menjaga kesehatan kulit dan bulu tampak berkilau - membentuk daya tahan tubuh - taurine Komposisi: - Mengandung salmon oil & evening primrose oil untuk Kesehatan kulit dan bulu tampak berkilau - Kaya akan vitamin esensial B3, B6 & B9 untuk menstimulasi perkembangan otak - Tidak mengandung gandum - Tidak mengandung jagung - Rendah sodium Crude Protein 11-14% Crude Fat 0,10-0,30% Crude Fiber 1% Moisture 84-88% Kaniva telah memenuhi standar AAFCO, pork free dan telah tersertifikasi Halal Made in Thailand",15523.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27772949911,https://cf.shopee.co.id/file/id-11134207-7rasf-m4r83tukhtku82,"https://cf.shopee.co.id/file/id-11134207-7rasc-m4r83tukj85ad3,https://cf.shopee.co.id/file/id-11134207-7rasg-m4r83tukkmpqc4,https://cf.shopee.co.id/file/id-11134207-7rasf-m4r83tukm1a6d4,https://cf.shopee.co.id/file/id-11134207-81ztk-me9w2u6j6scg53",Kaniva,Pets > Pet Food > Cat Food
27657119867,Central Cat's Mix Seed Pakan Hamster,"Makanan Hamster Premium Mix Seed Makanan yang terbuat dari bahan-bahan alami yang aman dan sehat bagi hamster, dilengkapi dengan salmon oil, vitamin &amp; mineral, buah dan sayur, sehingga dapat memenuhi kebutuhan asupan energi dan nutrisi hamster. Cocok untuk segala jenis hamster. Komposisi: Biji sawi, Kuaci, gabah, beras merah, canary, milet merah, milet putih, kedelai, kacang hijau, jagung, sorgum.",12878.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27657119867,https://cf.shopee.co.id/file/id-11134207-7r992-m09tyj5li53b3d,"https://cf.shopee.co.id/file/sg-11134201-7rdvw-lyltf16t4day09,https://cf.shopee.co.id/file/sg-11134201-7rdvi-lyltf1euslh3d5,https://cf.shopee.co.id/file/sg-11134201-7rdwq-lyltf16j4s6ibe,https://cf.shopee.co.id/file/sg-11134201-7rdxv-lyltf1julag8d5,https://cf.shopee.co.id/file/sg-11134201-7rdxj-lyltf1c2wnzo55",Central Cat's,Pets > Pet Food > Small Pet Food
27618142766,Central Cat's Dispenser Tempat Kantong + Plastik Pup Kotoran Hewan Anjing kucing,"Dispenser Tempat Kantong + Plastik Pup Kotoran Hewan Anjing kucing Dispenser tempat penyimpanan kantong pembuangan kotoran hewan/sampah yang portable, sangat ringan sehingga nyaman di bawa kemana pun juga. Produk di lengkapi dengan gantungan sehingga bisa di gantung pada tas. Kini tidak perlu khawatir kelabakan mencari kantong kresek untuk membuang kotoran anabul lagi, sediakan selalu dalam dispenser ini.. 1 Pc Dispenser termasuk: 1 pc Dispenser 1 pc Roll plastik (isi 15 lembar) Size: Dispenser : 10 x 4 cm Kantong Refill : 22 x 28 cm Kantong refill dlm bentuk roll : P = 6 cm, Diameter = 2,5 cm isi 15 lembar *Warna dikirim random",8000.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27618142766,https://cf.shopee.co.id/file/sg-11134201-7repv-m2t7tmr64np7bd,"https://cf.shopee.co.id/file/sg-11134201-7reoy-m2t7tmfilpsx61,https://cf.shopee.co.id/file/sg-11134201-7reoo-m2t7tmf8m4djc3,https://cf.shopee.co.id/file/sg-11134201-7reol-m2t7tmeomxa128,https://cf.shopee.co.id/file/sg-11134201-7renh-m2t7tmg2kw7ab4,https://cf.shopee.co.id/file/sg-11134201-7reou-m2t7tmeooc1y4f",Central Cat's,Pets > Litter & Toilet > Poop Bags & Scoopers
27538828419,Koko Pets Salmon Oil Minyak Ikan Salmon 60ml,"KOKO PETS SALMON OIL MINYAK IKAN SALMON Isi: 60ml Minyak ikan salmon memiliki banyak manfaat untuk kucing dan anjing, terutama karena kandungan asam lemak omega-3, yaitu EPA (Eicosapentaenoic Acid) dan DHA (Docosahexaenoic Acid). Fungsi Minyak Ikan Salmon: 1. Menyehatkan Kulit dan Bulu - Mengurangi kerontokan bulu - Membuat bulu lebih lembut, mengilap, dan tebal - Mengatasi kulit kering, gatal, dan iritasi - Membantu pemulihan dari dermatitis atau alergi kulit 2. Meningkatkan Sistem Imun - Asam lemak omega-3 membantu memperkuat daya tahan tubuh - Membantu tubuh melawan infeksi, peradangan, dan penyakit autoimun 3. Mendukung Kesehatan Jantung - Omega-3 dapat menurunkan tekanan darah dan menjaga detak jantung tetap normal - Membantu mengurangi risiko penyakit jantung, terutama pada kucing senior 4. Menjaga Fungsi Otak dan Penglihatan - DHA penting untuk perkembangan otak anak kucing dan fungsi kognitif kucing dewasa - Mendukung kesehatan mata dan respons sensorik 5. Anti-inflamasi Alami - Cocok untuk kucing dengan masalah persendian seperti arthritis - Membantu mengurangi nyeri dan peradangan sendi pada kucing tua 6. Meningkatkan Nafsu Makan - Aroma dan rasa minyak ikan salmon umumnya disukai kucing - Membantu merangsang kucing yang kehilangan nafsu makan, terutama saat sakit atau stres",28707.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27538828419,https://cf.shopee.co.id/file/id-11134207-7ra0q-mcd6kzvvu6yt79,"https://cf.shopee.co.id/file/id-11134207-7ra0r-mcd6kzvvu72d45,https://cf.shopee.co.id/file/id-11134207-7ra0j-mcd6kzvvu76m9b,https://cf.shopee.co.id/file/id-11134207-7ra0q-mcd6kzvw9n7p59,https://cf.shopee.co.id/file/id-11134207-7ra0u-mcd6kzvwb1s53f",Koko Pets,Pets > Pet Healthcare > Vitamins & Supplements
27523664195,Arthacat Tofu Cat Litter/Pasir Tofu Gumpal Kucing 8 Liter,"ARTHACAT NATURAL TOFU CAT LITTER PREMIUM 8L Pasir Kucing Gumpal Tofu/Soya Brand : Arthacat Material : TOFU / TAHU/ SOYA Volume : 8 Liter Size : 2mm Aroma: Vanilla Peppermint Gingerbread Cookies Winter Breeze Saranghae Features : - Menggumpal dengan cepat, dengan kekuatan rapid clumping technology - Dapat langsung di-flush ke dalam toilet. - Tersedia dalam 4 aroma menawan. - 99,9% bebas debu, sehingga lebih ramah untuk kesehatan pernafasan kucing dan manusia. - 100% ramah lingkungan karena terbuat dari ampas tahu organik. - Hasil sekresi tidak menempel pada litter box sehingga mudah dibersihkan. - No dangerous chemical, sehingga aman untuk kucing segala usia. Penggunaan lebih hemat jika dibandingkan dengan tofu litter merk lain.",102944.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27523664195,https://cf.shopee.co.id/file/id-11134207-7ras8-m52ldoaxbf0zdd,"https://cf.shopee.co.id/file/sg-11134201-7ra3k-m52l14mobpzs29,https://cf.shopee.co.id/file/sg-11134201-7ra0q-m52l14l0cr7uaf,https://cf.shopee.co.id/file/sg-11134201-7ra1l-m52l14m4fcgu0b,https://cf.shopee.co.id/file/sg-11134201-7ra3v-m52l14my9v7yd1,https://cf.shopee.co.id/file/sg-11134201-7ra3c-m52l14kgdkgucf",Arthacat,Pets > Litter & Toilet > Others
27523549982,Taisho Koi Food Pakan Ikan Koi 800gr Repack,"Taisho Koi Food Taisho Pelet Ikan Koi ukuran 5mm Taisho merupakan pakan ikan koi tipe apung, dilengkapi dengan nutrisi seimbang, vitamin dan mineral yang cukup sehingga membantu pertumbuhan dan meningkatkan daya tahan tubuh koi terhadap penyakit. Produk ini merupakan Sakura Taisho yang mengandung nutrisi seimbang, mineral juga vitamin yang cukup untuk membantu dalam meningkatkan daya tahan tubuh KOI agar tidak mudah terserang penyakit. Aman dan tidak menyebabkan polusi air. Keunggulan: – Meningkatkan daya cerna. – Meningkatkan daya tahan tubuh dan kesehatan. – Tidak menyebabkan polusi air. – Floating Type Kandungan: * Serat: max 5% * Protein: min 21% * Kadar air: max 10% * Abu: max 10% * Lemak: min 4% Kemasan 800gr Repack",20756.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27523549982,https://cf.shopee.co.id/file/id-11134207-7rbk2-m98ib322g8wdcb,"https://cf.shopee.co.id/file/id-11134207-7rbk1-m98ib322j1t993,https://cf.shopee.co.id/file/id-11134207-7rbk3-m98ib322g8da6e,https://cf.shopee.co.id/file/id-11134207-7rbk5-m98ib322kgdpfc,https://cf.shopee.co.id/file/id-11134207-7rbkb-m98ib322luy5e0",Taisho,Pets > Pet Food > Aquarium Pet Food
27286549779,Purrsona Yuca Cassava Cat Litter 7L Pasir Singkong Kucing,"Purrsona Yuca Cat Litter 7L Alami, Bersih, & Ramah Lingkungan! Temukan sensasi baru dalam merawat kucing kesayanganmu dengan Yuca Cassava Cat Litter, pasir kucing premium berbahan dasar tepung singkong alami (cassava) yang bebas bahan kimia dan aman bagi kucing dan lingkungan! Keunggulan Yuca Cassava Cat Litter: 1. 100% Natural & Biodegradable Dibuat dari bahan alami singkong – bebas parfum sintetis, pewarna, dan bahan kimia berbahaya. Aman untuk kucing, anak-anak, dan bumi kita. 2. Mengontrol Bau Secara Alami Teknologi serap bau dari cassava mampu menetralkan aroma tidak sedap dari urin dan feses kucing dalam hitungan detik! 3. Gumpal Cepat & Padat (Clumping) Membentuk gumpalan padat saat terkena cairan, sehingga mudah disendok dan menjaga kebersihan kotak pasir lebih lama. 4. Minim Debu, Minim Risiko Formulasi halus tapi tidak berdebu — ideal untuk kucing dengan hidung sensitif dan mengurangi risiko gangguan pernapasan. 5. Flushable (Bisa Dibuang ke Toilet) Karena berbahan alami, Yuca Cat Litter larut dalam air dan bisa dibuang langsung ke toilet – praktis & bebas repot! Cocok Untuk: - Pemilik kucing yang peduli lingkungan - Kucing dengan kulit atau hidung sensitif - Rumah bersih dan bebas bau Ganti pasir biasa kamu dengan Yuca Cassava Cat Litter — solusi alami yang bersih, sehat, dan lebih ramah! Karena kebersihan si meong adalah cermin kasih sayang kita. Spesifikasi ✅ Aroma : Lavender ✅ Ukuran : 7 Liter ✅ Berat : 3 kg ✅ Komposisi : Singkong",105491.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27286549779,https://cf.shopee.co.id/file/id-11134207-7rbk2-m9qt10mrkmjha8,"https://cf.shopee.co.id/file/id-11134207-7rbk3-m9qt10o5k01f50,https://cf.shopee.co.id/file/id-11134207-7rbk5-m9qt10o5lelv78,https://cf.shopee.co.id/file/id-11134207-7rbkd-m9qt10mrkmbm1a",Purrsona,Pets > Litter & Toilet > Cat Litter & Boxes
27175835974,Kaniva Urinary Care Dry Food For All Ages Makanan Kucing,"KANIVA URINARY CARE FOR ALL AGES Makanan kering untuk kucing segala usia, mulai dari kitten sampai dengan kucing dewasa. Memiliki ukuran kibble 0,7 – 0,9 cm, agar mudah dikonsumsi. Diformulasikan khusus untuk perawatan saluran kemih kucing. Terbuat dari daging ayam pilihan terbaik dengan kandungan cranberry serta minyak biji labu. Sangat bagus untuk mendukung kesehatan saluran kemih. Telah diuji untuk pencernaan dan kontrol PH urin oleh Fakultas Kedokteran Hewan Universitas Kasetsart. KEUNGGULAN : ✅ Mendukung Kesehatan Saluran Kemih Minyak cranberry dan biji labu merupakan sumber antioksidan yang membantu kesehatan saluran kemih dan mencegah infeksi. ✅ Mengandung salmon oil & evening primrose oil ✅ Kaya akan OMEGA 3 & 6 untuk kesehatan kulit dan bulu ✅ Kadar pH Urin Optimal 6,0 - 6,4 Kadar mineral dan asam amino yang optimal sehingga menghasilkan pH urin 6,0 – 6,4 untuk menunjang kesehatan saluran kemih. ✅ Mengurangi Kemungkinan Struvite dan Kalsium Oksalat Menurunkan kadar magnesium dan kalsium, mengurangi kemungkinan batu struvite dan kalsium oksalat. ✅ Membantu perawatan sendi dan mobilitas ✅ Sangat Mudah Dicerna Menggunakan bahan-bahan berkualitas tinggi dan tanpa tambahan gluten jagung, gandum, dan gandum yang dapat menyebabkan iritasi lambung. Nilai gizi: Protein min. 30% Fat min. 15% Fiber max. 5.5% Moisture max. 8.5% Taurine min. 0.10% Key Ingredients: Chicken, Turkey, Rice Nutrition: Chicken meal, Rice, Tapioca flour, Tallow, Turkey meal, Chicken hydrolysate, Digested animal protein, Sun flower oil, Cellulose powder, Salmon oil, Essential vitamins supplement (Vitamin A, Vitamin D3, Vitamin E, Vitamin C, Nicotinic acid, Vitamin B1, Vitamin B6, Pantothenic acid, Vitamin B2, Vitamin K3, Folic acid, Biotin, Vitamin B12) Essential trace minerals supplement (Iron, Zinc, Copper, Manganese, Iodine, Selenium), Choline chloride, Potassium chloride, Whole egg powder, Psyllium seed husk, Yeast product (Source of Beta glucan, Mannan oligosaccharide and Nucleotides), Sodium bisulfate, Canola oil, Cranberry powder, Methionine, Lecithin, Pumpkin seed oil, Taurine, L-Lysine, Mannan oligosaccharide, L-Tyrosine, Evening primrose oil, Enzyme, Preservative agent (Propionic acid), Hydrated sodium calcium aluminum silicate and Esterified glucomannan, Shark cartilage powder, Yucca schidigera extract, Rosemary extract, Quillaja saponaria powder. KANIVA made in Thailand",50000.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27175835974,https://cf.shopee.co.id/file/id-11134207-7rasb-m63thl7gurh932,"https://cf.shopee.co.id/file/id-11134207-7rasd-m63pymr1h5el92,https://cf.shopee.co.id/file/id-11134207-7rasi-m63thl7grycd79,https://cf.shopee.co.id/file/id-11134207-7rash-m63thl7gurjc2e,https://cf.shopee.co.id/file/id-11134207-7rasj-m63thl7gryeg83",Kaniva,Pets > Pet Food > Cat Food
27168145157,Underpad One Pet by Onemed Perlak Hewan isi 10 lembar,"Underpad One Pet by Onemed Perlak/Alas Hewan Peliharaan Underpad/perlak yang didesain khusus untuk hewan. Underpad ini cocok digunakan oleh kucing, anjing, kelinci, hamster, marmot, dan lain-lain. Kegunaan: - Sebagai perlak kencing untuk hewan. - Latihan agar hewan tidak kencing dan poop sembarangan. - Sebagai alas kandang. - Tatakan untuk hewan melahirkan Keunggulan Underpad One Pet: 1. Ukuran besar 2. Tebal, lembut di kulit, dan nyaman digunakan 3. Daya serap tinggi 4. 3D Diamond Embossed Isi 10 lembar dengan 2 variasi ukuran: - 60x60 cm - 60x90 cm",36698.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27168145157,https://cf.shopee.co.id/file/sg-11134201-7req7-m2t72vvj6ozf97,"https://cf.shopee.co.id/file/sg-11134201-7repz-m2t72vup7wnafd,https://cf.shopee.co.id/file/sg-11134201-7repd-m2t72vuz7i3r10,https://cf.shopee.co.id/file/sg-11134201-7reo0-m2t72vvj6p471d,https://cf.shopee.co.id/file/sg-11134201-7rept-m2t72vwx4nwm37,https://cf.shopee.co.id/file/sg-11134201-7req7-m2t72vvj6ozf97",Onemed,Pets > Litter & Toilet > Dog Training Pads & Trays
27159643651,Royal Canin Hair & Skin Care 10kg Dry Food Makanan Kucing,"ROYAL CANIN HAIR & SKIN CARE Untuk Perawatan rambut & kulit. Apa manfaat utama dari solusi nutrisi yang ditargetkan ini? HAIR &SKIN CARE adalah formula nutrisi seimbang yang membantu menjaga kesehatan kulit dan bulu. Diformulasi dengan: - Kompleks nutrisi eksklusif yang membantu mendukung peran pelindung kulit. - Protein berkualitas tinggi dengan asam amino spesifik membantu meningkatkan pertumbuhan rambut yang sehat dan pembaharuan kulit. - Asam lemak Omega 3 dan Omega 6 karena efek menguntungkannya pada kesehatan kulit dan kondisi bulu. Kondisi bulu buruk? Apakah kucing Anda memiliki kondisi bulu yang buruk? Sel-sel kulit terus diperbarui dan memiliki kebutuhan nutrisi yang signifikan. Beberapa kucing memiliki kulit sensitif yang tercermin dari kondisi bulu yang buruk, namun dapat didukung dengan keseimbangan nutrisi yang tepat. Hasil terbukti dalam 21 hari, bulu sehat berkilau, efek nyata asam amino &vitamin, omega 3 & 6. Hasil yang terbukti: penggunaan eksklusif perawatan rambut & kulit memberikan peningkatan kilau bulu yang signifikan setelah 21 hari*. *Studi internal Royal Canin, 2006. Kesehatan saluran kemih Diformulasikan dengan keseimbangan mineral untuk membantu menjaga kesehatan sistem saluran kemih kucing dewasa.",1600000.00 IDR,in stock,new,https://shopee.co.id/product/262714770/27159643651,https://cf.shopee.co.id/file/id-11134207-7r992-lzk77vugcp26e9,"https://cf.shopee.co.id/file/id-11134207-7r98z-lzk77vugfi7249,https://cf.shopee.co.id/file/id-11134207-7r98p-lzk77vuge3mm93",Royal Canin,Pets > Pet Food > Cat Food
26975905479,"Kaniva Lamb, Tuna and Rice Dry Food For All Ages Makanan Kucing","KANIVA LAMB, TUNA & RICE DRY FOOD CAT FOOD FOR ALL AGES Makanan kering untuk kucing segala usia, mulai dari kitten hingga Dewasa (Adult). Dengan ukuran kibble 0,7 – 0,9 cm, sehingga mudah dikonsumsi kucing. Diformulasikan khusus dari daging domba pilihan terbaik untuk keseimbangan, meningkatkan pembentukan otot dan vitalitas. Minyak salmon dan minyak Evening Primrose - kombinasi omega 3 dan 6, vitamin, mineral, dan nutrisi penting akan semakin menjaga kesehatan dan kebugaran kucing Anda secara keseluruhan. KEUNGGULAN: ✅ Mengandung salmon oil & evening primrose oil - Minyak Salmon: Kaya Omega-3 meningkatkan kesehatan kulit dan bulu, mengurangi pembengkakan dan peradangan secara keseluruhan. - Evening Primrose Oil: Kaya Omega-6, bermanfaat bagi hewan peliharaan dengan bulu kering dan kusam, serta kulit kering dan bersisik. ✅ Membantu memberikan kulit yang sehat dan bulu yang berkilau ✅ Mencegah hairball ✅ Tidak mengandung gandum dan jagung Nilai gizi: Protein min. 30% Fat min. 17% Fiber max. 5.0% Moisture max. 8.5% Taurine min. 0.10% Key Ingredients: Lamb, Tuna, Rice Nutrition: Lamb meal, Rice, Soy bean meal, Poultry meal, Tapioca flour, Tallow, Fish meal, Tuna meal, Digested animal protein, Sun flower oil, Edible fiber (Cellulose fiber), Salmon oil, Monosodium phosphate, Essential vitamins supplement (Vitamin A, Vitamin D3, Vitamin E, Vitamin C, Nicotinic acid, Vitamin B1, Vitamin B6, Pantothenic acid, Vitamin B2, Vitamin K3, Folic acid, Biotin, Vitamin B12) Essential trace minerals supplement (Iron, Zinc, Copper, Manganese, Iodine, Selenium), Canola oil, Whole egg powder, Choline chloride, Psyllium seed husk, Salt, Methionine, Lecithin, Taurine, L-Lysine, Mannan oligosaccharide, L-Tyrosine, Evening primrose oil, Enzyme, Preservative agent (Propionic acid), Hydrated sodium calcium aluminum silicate and Esterified glucomannan, Shark cartilage powder, Yucca schidigera extract. KANIVA made in Thailand",52267.00 IDR,in stock,new,https://shopee.co.id/product/262714770/26975905479,https://cf.shopee.co.id/file/id-11134207-7rasj-m64y0qj0se8ma1,"https://cf.shopee.co.id/file/id-11134207-7rask-m64y0qj0qzo696,https://cf.shopee.co.id/file/id-11134207-7rasm-m64y0qj0v7di3e,https://cf.shopee.co.id/file/id-11134207-7rase-m64y0qj0tst28e",Kaniva,Pets > Pet Food > Cat Food
26954316774,Galon/Dispenser Hewan Tempat Makan Minum Kucing Anjing Pet Feeder,"Halo! Selamat datang di Central Cat's.. Kami menjual berbagai macam kebutuhan serta keperluan hewan peliharaan kamu.. Selamat berbelanja! Dispenser Pet Feeder 3.8L Galon/Dispenser Tempat Makan Minum Hewan Dispenser/Galon dengan kapasitas 3.8L ini memudahkan Anda dalam menyiapkan secara langsung minuman/makanan untuk hewan peliharaan Anda. Spesifikasi: - Bahan Food Grade Plastik - Model : Drinking/Feeding - Volume : 3.8L - Sistem auto feeding (makanan/minuman keluar secara otomatis) - Perawatan mudah, galon bisa dilepas dan dicuci *warna dikirim random",110000.00 IDR,in stock,new,https://shopee.co.id/product/262714770/26954316774,https://cf.shopee.co.id/file/sg-11134201-7rd5b-lx81udcd3zhi9b,"https://cf.shopee.co.id/file/sg-11134201-7rd4c-lx81ud23j05mbf,https://cf.shopee.co.id/file/sg-11134201-7rd6a-lx81ud7navly58,https://cf.shopee.co.id/file/sg-11134201-7rd4t-lx81uci4c87zc5,https://cf.shopee.co.id/file/sg-11134201-7rd5x-lx81ucwts492ad,https://cf.shopee.co.id/file/sg-11134201-7rd6t-lx81ucqq11nj3d",Central Cat's,Pets > Pet Accessories > Bowls & Feeders
26884109848,"Kaniva Salmon, Tuna, and Rice Dry Food For All Ages Makanan Kucing","KANIVA SALMON, TUNA & RICE DRY FOOD CAT FOOD FOR ALL AGES Makanan kering untuk kucing segala usia, mulai dari kitten hingga Dewasa (Adult). Dengan ukuran kibble 0,7 – 0,9 cm, sehingga mudah dikonsumsi kucing. Diformulasikan khusus dari daging salmon pilihan terbaik untuk kesehatan, meningkatkan pertumbuhan, dan menstimulasi pembentukan otot. Minyak salmon dan minyak Evening Primrose - kombinasi omega 3 dan 6, vitamin, mineral, dan nutrisi penting akan semakin menjaga kesehatan dan kebugaran kucing Anda secara keseluruhan. KEUNGGULAN: - Mengandung salmon oil & evening primrose oil - Minyak Salmon: Kaya Omega-3 meningkatkan kesehatan kulit dan bulu, mengurangi pembengkakan dan peradangan secara keseluruhan. - Evening Primrose Oil: Kaya Omega-6, bermanfaat bagi hewan peliharaan dengan bulu kering dan kusam, serta kulit kering dan bersisik. - Membantu memberikan kulit yang sehat dan bulu yang berkilau - Mencegah hairball - Tidak mengandung gandum dan jagung Nilai gizi: Protein min. 30% Fat min. 17% Fiber max. 5% Moisture max. 8.5% Taurine min. 0.10% Key Ingredients: Salmon, Tuna, Rice Nutrition: Salmon hydrolysate, Rice, Soy bean meal, Poultry meal, Tapioca flour, Tallow, Fish meal, Tuna meal, Digested animal protein, Sun flower oil, Edible fiber (Cellulose fiber), Salmon oil, Essential vitamins supplement (Vitamin A, Vitamin D3, Vitamin E, Vitamin C, Nicotinic acid, Vitamin B1, Vitamin B6, Pantothenic acid, Vitamin B2, Vitamin K3, Folic acid, Biotin, Vitamin B12) Essential trace minerals supplement (Iron, Zinc, Copper, Manganese, Iodine, Selenium), Canola oil, Whole egg powder, Choline Chloride, Psyllium seed husk, Salt, Methionine, Lecithin, Taurine, Dicalcium phosphate, L-Lysine, Mannan oligosaccharide, L-Tyrosine, Evening primrose oil, Enzyme, Preservative agent (Propionic acid), Hydrated sodium calcium aluminum silicate and Esterified glucomannan, Shark cartilage powder, Yucca schidigera extract. KANIVA made in Thailand",52267.00 IDR,in stock,new,https://shopee.co.id/product/262714770/26884109848,https://cf.shopee.co.id/file/sg-11134201-7req5-m8sjgsttai5530,"https://cf.shopee.co.id/file/sg-11134201-7reow-m8sj3imj5spu73,https://cf.shopee.co.id/file/sg-11134201-7repe-m8sj3in3248748,https://cf.shopee.co.id/file/sg-11134201-7repf-m8sj3im97k4n4e,https://cf.shopee.co.id/file/sg-11134201-7repf-m8sj3ikl5s7p5a",Kaniva,Pets > Pet Food > Cat Food
26573669912,Kaniva Grain Free Indoor Formula Dry Food For All Ages Makanan Kucing,"KANIVA GRAIN FREE INDOOR FORMULA DRY FOOD FOR ALL AGES Makanan kering untuk kucing segala usia, mulai dari kitten hingga Dewasa (Adult). Memiliki ukuran kibble 0,7 – 0,9 cm, agar mudah dikonsumsi. Kibble dengan bahan-bahan NON-GMO termasuk kalkun asli sebagai bahan utama yang ditambah dengan tuna, minyak salmon dan minyak Evening Primrose - kombinasi omega 3 dan 6, vitamin, mineral, dan nutrisi penting akan semakin menjaga kesehatan dan kebugaran kucing Anda secara keseluruhan. Keunggulan: ✅ NON-GMO, Menggunakan bahan-bahan alami yang belum dimodifikasi secara genetik untuk mengurangi alergen makanan. ✅ Mengandung Sinbiotik (Prebiotik + Probiotik), Membantu meningkatkan sistem pencernaan dan mendukung sistem kekebalan tubuh. ✅ Mengandung Superfood, Membantu meningkatkan nilai gizi dan memberikan Antioksidan (antioksidan). ✅ Mengandung Mineral Organik (Kompleks Asam Amino) yang mudah diserap. ✅ Mengandung L-lysine dan Beta-glucan untuk membantu memperkuat sistem kekebalan tubuh. ✅ Mengendalikan bau kotoran ✅ Mengendalikan berat badan yang sehat ✅ Tidak mengandung biji-bijian, beras, jagung, gluten, gandum dan kedelai. Nilai gizi: Protein min. 32% Fat min. 15% Fiber max. 6.5% Moisture max. 8.5% Taurine min. 0.10% Key Ingredients: Turkey, Salmon, Whole Eggs Nutrition: Turkey meal, Chicken meal, Tapioca, Pea protein, Tapioca flour, Sweet potato powder, Tallow, Fish meal, Cellulose powder, Salmon hydrolysate, Digested animal protein, Salmon oil, Yeast product (Source of Beta glucan, Mannan oligosaccharide and Nucleotides), Potassium chloride, Choline chloride, Essential vitamins supplement (Vitamin A, Vitamin D3, Vitamin E, Vitamin C, Nicotinic acid, Vitamin B1, Vitamin B6, Pantothenic acid, Vitamin B2, Vitamin K3, Folic acid, Biotin, Vitamin B12) Essential trace minerals supplement (Iron, Zinc, Copper, Manganese, Iodine, Selenium), Sun flower oil, Whole egg powder, Psyllium seed husk, Canola oil, Algae powder, Lecithin, Taurine, L-Lysine, Mannan oligosaccharide, L-Tryptophan, Probiotic (Bacillus subtilis), Methionine, Manganese amino acid complex, Zinc amino acid complex, Copper amino acid complex, Potassium iodide, Zinc-L-selenomethionine complex, Enzyme, Preservative agent (Propionic acid), Hydrated sodium calcium aluminum silicate and Esterified glucomannan, Shark cartilage powder, Quillaja saponaria extract, L-Carnitine, Evening primrose oil, Yucca schidigera extract, Cranberry powder, Rosemary extract. KANIVA made in Thailand",50000.00 IDR,in stock,new,https://shopee.co.id/product/262714770/26573669912,https://cf.shopee.co.id/file/id-11134207-7rasm-m63phcba6kfc73,"https://cf.shopee.co.id/file/sg-11134201-7ra1d-m52ozhfgstpwec,https://cf.shopee.co.id/file/sg-11134201-7ra1m-m52ozhhyp7m290,https://cf.shopee.co.id/file/sg-11134201-7ra1d-m52ozhewv2zibf,https://cf.shopee.co.id/file/sg-11134201-7ra10-m52ozhguqsem86",Kaniva,Pets > Pet Food > Cat Food
